,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,Casual,Registered,All,seasons,day,weather,month,year
569,570,2012-07-23,3,1,7,0,1,Working Day,1,30.4,34.5,69.4,13.9,1135,5831,6966,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
570,571,2012-07-24,3,1,7,0,2,Working Day,1,30.8,35.3,65.5,21.1,1140,6452,7592,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
571,572,2012-07-25,3,1,7,0,3,Working Day,1,29.7,32.7,45.0,16.5,1383,6790,8173,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
572,573,2012-07-26,3,1,7,0,4,Working Day,1,31.8,37.0,59.7,28.5,1036,5825,6861,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
573,574,2012-07-27,3,1,7,0,5,Working Day,1,32.0,36.7,59.5,15.3,1259,5645,6904,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
574,575,2012-07-28,3,1,7,0,6,Not Working Day,1,31.0,34.9,61.3,15.7,2234,4451,6685,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
575,576,2012-07-29,3,1,7,0,0,Not Working Day,1,29.6,33.4,62.4,17.0,2153,4444,6597,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
576,577,2012-07-30,3,1,7,0,1,Working Day,1,30.0,34.2,66.9,15.4,1040,6065,7105,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
577,578,2012-07-31,3,1,7,0,2,Working Day,1,29.2,33.1,70.4,16.5,968,6248,7216,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
578,579,2012-08-01,3,1,8,0,3,Working Day,1,29.4,33.4,67.8,14.1,1074,6506,7580,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
579,580,2012-08-02,3,1,8,0,4,Working Day,1,30.9,35.4,66.0,12.9,983,6278,7261,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
580,581,2012-08-03,3,1,8,0,5,Working Day,2,31.4,36.1,64.2,21.6,1328,5847,7175,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
581,582,2012-08-04,3,1,8,0,6,Not Working Day,1,32.5,37.6,61.3,25.7,2345,4479,6824,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
582,583,2012-08-05,3,1,8,0,0,Not Working Day,1,31.5,36.6,65.2,29.0,1707,3757,5464,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
583,584,2012-08-06,3,1,8,0,1,Working Day,2,30.9,35.5,65.4,12.9,1233,5780,7013,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
584,585,2012-08-07,3,1,8,0,2,Working Day,2,30.2,34.9,70.4,11.7,1278,5995,7273,Fall,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
585,586,2012-08-08,3,1,8,0,3,Working Day,2,30.8,35.4,67.3,11.1,1263,6271,7534,Fall,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
586,587,2012-08-09,3,1,8,0,4,Working Day,1,31.0,35.0,62.0,15.6,1196,6090,7286,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
587,588,2012-08-10,3,1,8,0,5,Working Day,2,29.3,33.4,71.6,23.9,1065,4721,5786,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
588,589,2012-08-11,3,1,8,0,6,Not Working Day,2,28.4,31.9,73.3,20.6,2247,4052,6299,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
589,590,2012-08-12,3,1,8,0,0,Not Working Day,1,28.7,32.2,53.0,12.3,2182,4362,6544,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
590,591,2012-08-13,3,1,8,0,1,Working Day,1,29.6,33.1,54.5,13.6,1207,5676,6883,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
591,592,2012-08-14,3,1,8,0,2,Working Day,1,29.8,33.8,68.7,16.9,1128,5656,6784,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
592,593,2012-08-15,3,1,8,0,3,Working Day,1,29.0,32.7,62.0,17.0,1198,6149,7347,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
593,594,2012-08-16,3,1,8,0,4,Working Day,1,29.5,32.7,51.9,14.2,1338,6267,7605,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
594,595,2012-08-17,3,1,8,0,5,Working Day,1,29.7,12.1,57.1,23.1,1483,5665,7148,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
595,596,2012-08-18,3,1,8,0,6,Not Working Day,1,27.8,30.9,60.3,17.8,2827,5038,7865,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
596,597,2012-08-19,3,1,8,0,0,Not Working Day,2,26.1,30.2,71.2,8.6,1208,3341,4549,Fall,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
597,598,2012-08-20,3,1,8,0,1,Working Day,2,26.1,29.8,73.4,13.0,1026,5504,6530,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
598,599,2012-08-21,3,1,8,0,2,Working Day,1,26.6,30.1,67.4,7.3,1081,5925,7006,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
599,600,2012-08-22,3,1,8,0,3,Working Day,1,27.4,31.1,67.7,7.0,1094,6281,7375,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
600,601,2012-08-23,3,1,8,0,4,Working Day,1,28.5,31.9,63.6,8.5,1363,6402,7765,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
601,602,2012-08-24,3,1,8,0,5,Working Day,2,28.8,32.4,61.5,7.2,1325,6257,7582,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
602,603,2012-08-25,3,1,8,0,6,Not Working Day,2,27.1,30.9,71.3,24.4,1829,4224,6053,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
603,604,2012-08-26,3,1,8,0,0,Not Working Day,2,26.8,29.8,84.6,22.9,1483,3772,5255,Fall,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2012
604,605,2012-08-27,3,1,8,0,1,Working Day,1,28.8,32.7,73.0,12.9,989,5928,6917,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
605,606,2012-08-28,3,1,8,0,2,Working Day,1,29.9,33.3,62.0,19.1,935,6105,7040,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
606,607,2012-08-29,3,1,8,0,3,Working Day,1,28.1,31.8,55.2,11.3,1177,6520,7697,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
607,608,2012-08-30,3,1,8,0,4,Working Day,1,29.0,32.6,59.0,7.7,1172,6541,7713,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
608,609,2012-08-31,3,1,8,0,5,Working Day,1,31.3,34.5,58.8,16.9,1433,5917,7350,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2012
609,610,2012-09-01,3,1,9,0,6,Not Working Day,2,30.9,35.1,63.8,11.3,2352,3788,6140,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
610,611,2012-09-02,3,1,9,0,0,Not Working Day,2,28.6,32.4,81.5,6.4,2613,3197,5810,Fall,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
611,612,2012-09-03,3,1,9,1,1,Not Working Day,1,29.0,33.1,79.1,15.1,1965,4069,6034,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
612,613,2012-09-04,3,1,9,0,2,Working Day,1,29.8,34.3,75.5,23.6,867,5997,6864,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
613,614,2012-09-05,3,1,9,0,3,Working Day,1,30.2,35.4,74.1,18.8,832,6280,7112,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
614,615,2012-09-06,3,1,9,0,4,Working Day,2,28.6,32.8,81.0,14.2,611,5592,6203,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
615,616,2012-09-07,3,1,9,0,5,Working Day,1,28.8,32.9,73.6,17.2,1045,6459,7504,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
616,617,2012-09-08,3,1,9,0,6,Not Working Day,2,27.0,30.6,79.9,28.1,1557,4419,5976,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
617,618,2012-09-09,3,1,9,0,0,Not Working Day,1,25.0,28.9,54.8,22.4,2570,5657,8227,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
618,619,2012-09-10,3,1,9,0,1,Working Day,1,23.9,28.3,50.4,25.9,1118,6407,7525,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
619,620,2012-09-11,3,1,9,0,2,Working Day,1,23.7,27.7,52.0,9.2,1070,6697,7767,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
620,621,2012-09-12,3,1,9,0,3,Working Day,1,24.6,28.5,57.7,13.2,1050,6820,7870,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
621,622,2012-09-13,3,1,9,0,4,Working Day,1,25.1,29.0,63.7,8.3,1054,6750,7804,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
622,623,2012-09-14,3,1,9,0,5,Working Day,1,26.0,29.7,67.2,10.4,1379,6630,8009,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
623,624,2012-09-15,3,1,9,0,6,Not Working Day,1,24.9,29.3,50.2,24.8,3160,5554,8714,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
624,625,2012-09-16,3,1,9,0,0,Not Working Day,1,23.8,28.2,57.0,9.0,2166,5167,7333,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
625,626,2012-09-17,3,1,9,0,1,Working Day,2,23.8,27.7,73.5,15.2,1022,5847,6869,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
626,627,2012-09-18,3,1,9,0,2,Working Day,2,25.6,28.3,87.2,35.8,371,3702,4073,Fall,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
627,628,2012-09-19,3,1,9,0,3,Working Day,1,22.7,27.0,53.7,21.5,788,6803,7591,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
628,629,2012-09-20,3,1,9,0,4,Working Day,1,22.4,26.6,61.8,11.8,939,6781,7720,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
629,630,2012-09-21,3,1,9,0,5,Working Day,1,24.6,28.6,66.9,15.4,1250,6917,8167,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
630,631,2012-09-22,3,1,9,0,6,Not Working Day,1,26.6,30.5,64.7,28.4,2512,5883,8395,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
631,632,2012-09-23,4,1,9,0,0,Not Working Day,1,21.7,25.9,46.7,22.3,2454,5453,7907,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
632,633,2012-09-24,4,1,9,0,1,Working Day,1,21.1,25.1,49.3,14.2,1001,6435,7436,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
633,634,2012-09-25,4,1,9,0,2,Working Day,1,22.6,27.2,57.0,23.6,845,6693,7538,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
634,635,2012-09-26,4,1,9,0,3,Working Day,1,26.0,29.8,63.1,24.4,787,6946,7733,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
635,636,2012-09-27,4,1,9,0,4,Working Day,2,26.6,30.4,69.1,13.4,751,6642,7393,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
636,637,2012-09-28,4,1,9,0,5,Working Day,2,25.4,29.3,69.0,16.4,1045,6370,7415,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2012
637,638,2012-09-29,4,1,9,0,6,Not Working Day,1,22.2,26.5,54.3,22.8,2589,5966,8555,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
638,639,2012-09-30,4,1,9,0,0,Not Working Day,1,21.6,25.9,58.3,13.5,2015,4874,6889,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2012
639,640,2012-10-01,4,1,10,0,1,Working Day,2,21.4,25.6,64.9,9.1,763,6015,6778,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
640,641,2012-10-02,4,1,10,0,2,Working Day,3,24.2,27.1,87.2,10.4,315,4324,4639,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",October,2012
641,642,2012-10-03,4,1,10,0,3,Working Day,2,27.0,30.0,79.4,6.7,728,6844,7572,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
642,643,2012-10-04,4,1,10,0,4,Working Day,2,27.0,30.4,72.3,11.8,891,6437,7328,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
643,644,2012-10-05,4,1,10,0,5,Working Day,1,25.2,29.0,62.7,10.6,1516,6640,8156,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
644,645,2012-10-06,4,1,10,0,6,Not Working Day,1,22.7,26.9,66.4,26.8,3031,4934,7965,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
645,646,2012-10-07,4,1,10,0,0,Not Working Day,2,17.0,21.0,70.8,14.1,781,2729,3510,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
646,647,2012-10-08,4,1,10,1,1,Not Working Day,2,15.7,19.4,71.0,19.0,874,4604,5478,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
647,648,2012-10-09,4,1,10,0,2,Working Day,2,18.3,21.9,76.2,19.0,601,5791,6392,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
648,649,2012-10-10,4,1,10,0,3,Working Day,1,21.1,25.2,63.1,18.8,780,6911,7691,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
649,650,2012-10-11,4,1,10,0,4,Working Day,1,17.8,21.6,46.3,18.2,834,6736,7570,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
650,651,2012-10-12,4,1,10,0,5,Working Day,1,17.9,21.7,53.9,23.5,1060,6222,7282,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
651,652,2012-10-13,4,1,10,0,6,Not Working Day,1,16.1,19.6,49.5,14.6,2252,4857,7109,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
652,653,2012-10-14,4,1,10,0,0,Not Working Day,1,21.4,25.4,64.0,27.9,2080,4559,6639,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
653,654,2012-10-15,4,1,10,0,1,Working Day,2,23.0,27.0,70.8,29.6,760,5115,5875,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
654,655,2012-10-16,4,1,10,0,2,Working Day,1,19.2,23.0,55.8,18.2,922,6612,7534,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
655,656,2012-10-17,4,1,10,0,3,Working Day,1,18.7,22.5,69.3,10.1,979,6482,7461,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
656,657,2012-10-18,4,1,10,0,4,Working Day,2,21.4,25.6,72.8,23.7,1008,6501,7509,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
657,658,2012-10-19,4,1,10,0,5,Working Day,2,23.1,26.9,81.5,13.5,753,4671,5424,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
658,659,2012-10-20,4,1,10,0,6,Not Working Day,1,19.9,23.6,57.3,11.8,2806,5284,8090,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
659,660,2012-10-21,4,1,10,0,0,Not Working Day,1,19.0,22.8,51.0,16.6,2132,4692,6824,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
660,661,2012-10-22,4,1,10,0,1,Working Day,1,20.0,24.1,56.8,8.1,830,6228,7058,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
661,662,2012-10-23,4,1,10,0,2,Working Day,1,22.3,26.5,64.2,9.5,841,6625,7466,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
662,663,2012-10-24,4,1,10,0,3,Working Day,1,24.1,27.9,63.6,7.3,795,6898,7693,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2012
663,664,2012-10-25,4,1,10,0,4,Working Day,2,22.6,26.5,80.0,12.4,875,6484,7359,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
664,665,2012-10-26,4,1,10,0,5,Working Day,2,22.4,26.1,80.7,13.2,1182,6262,7444,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
665,666,2012-10-27,4,1,10,0,6,Not Working Day,2,21.7,25.8,72.0,23.6,2643,5209,7852,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
666,667,2012-10-28,4,1,10,0,0,Not Working Day,2,19.6,23.4,69.5,39.8,998,3461,4459,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
667,668,2012-10-29,4,1,10,0,1,Working Day,3,18.0,22.0,88.0,35.8,2,20,22,Winter,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",October,2012
668,669,2012-10-30,4,1,10,0,2,Working Day,2,13.0,15.5,82.5,21.3,87,1009,1096,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
669,670,2012-10-31,4,1,10,0,3,Working Day,2,14.7,18.1,66.7,16.7,419,5147,5566,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2012
670,671,2012-11-01,4,1,11,0,4,Working Day,2,15.0,18.5,58.2,15.7,466,5520,5986,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
671,672,2012-11-02,4,1,11,0,5,Working Day,1,14.6,17.8,52.2,26.6,618,5229,5847,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
672,673,2012-11-03,4,1,11,0,6,Not Working Day,2,14.1,16.2,49.1,27.1,1029,4109,5138,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
673,674,2012-11-04,4,1,11,0,0,Not Working Day,1,13.4,16.5,53.3,17.9,1201,3906,5107,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
674,675,2012-11-05,4,1,11,0,1,Working Day,1,13.1,15.4,49.4,23.6,378,4881,5259,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
675,676,2012-11-06,4,1,11,0,2,Working Day,1,11.5,14.1,56.7,17.4,466,5220,5686,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
676,677,2012-11-07,4,1,11,0,3,Working Day,2,12.1,13.7,54.8,30.4,326,4709,5035,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
677,678,2012-11-08,4,1,11,0,4,Working Day,1,14.4,17.1,33.3,34.8,340,4975,5315,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
678,679,2012-11-09,4,1,11,0,5,Working Day,1,14.8,17.8,54.1,21.5,709,5283,5992,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
679,680,2012-11-10,4,1,11,0,6,Not Working Day,1,16.0,19.7,64.5,5.8,2090,4446,6536,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
680,681,2012-11-11,4,1,11,0,0,Not Working Day,1,17.3,21.1,65.9,12.8,2290,4562,6852,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
681,682,2012-11-12,4,1,11,1,1,Not Working Day,1,19.9,23.8,74.2,17.4,1097,5172,6269,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
682,683,2012-11-13,4,1,11,0,2,Working Day,2,14.1,16.2,66.3,34.2,327,3767,4094,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
683,684,2012-11-14,4,1,11,0,3,Working Day,1,11.9,14.1,55.2,20.0,373,5122,5495,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
684,685,2012-11-15,4,1,11,0,4,Working Day,2,13.2,16.2,62.0,15.3,320,5125,5445,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
685,686,2012-11-16,4,1,11,0,5,Working Day,1,14.1,17.4,52.5,17.1,484,5214,5698,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
686,687,2012-11-17,4,1,11,0,6,Not Working Day,1,13.3,16.3,54.5,18.0,1313,4316,5629,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
687,688,2012-11-18,4,1,11,0,0,Not Working Day,1,14.0,16.9,69.3,22.8,922,3747,4669,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
688,689,2012-11-19,4,1,11,0,1,Working Day,2,15.6,18.8,62.3,23.5,449,5050,5499,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
689,690,2012-11-20,4,1,11,0,2,Working Day,2,15.3,19.0,68.5,8.3,534,5100,5634,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
690,691,2012-11-21,4,1,11,0,3,Working Day,1,14.5,18.2,61.4,10.3,615,4531,5146,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
691,692,2012-11-22,4,1,11,1,4,Not Working Day,1,13.9,17.5,58.0,5.3,955,1470,2425,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
692,693,2012-11-23,4,1,11,0,5,Working Day,1,15.1,18.9,56.9,14.8,1603,2307,3910,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
693,694,2012-11-24,4,1,11,0,6,Not Working Day,1,11.4,12.4,40.5,37.7,532,1745,2277,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
694,695,2012-11-25,4,1,11,0,0,Not Working Day,1,10.1,12.9,46.8,15.0,309,2115,2424,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
695,696,2012-11-26,4,1,11,0,1,Working Day,1,12.8,17.0,53.5,4.7,337,4750,5087,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
696,697,2012-11-27,4,1,11,0,2,Working Day,2,12.0,14.1,78.7,23.8,123,3836,3959,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2012
697,698,2012-11-28,4,1,11,0,3,Working Day,1,12.2,14.5,50.6,21.1,198,5062,5260,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
698,699,2012-11-29,4,1,11,0,4,Working Day,1,11.5,14.9,55.6,11.6,243,5080,5323,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
699,700,2012-11-30,4,1,11,0,5,Working Day,1,12.2,16.2,65.0,5.8,362,5306,5668,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2012
700,701,2012-12-01,4,1,12,0,6,Not Working Day,2,12.2,15.8,80.7,6.0,951,4240,5191,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
701,702,2012-12-02,4,1,12,0,0,Not Working Day,2,14.2,18.0,82.3,12.4,892,3757,4649,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
702,703,2012-12-03,4,1,12,0,1,Working Day,1,18.6,22.8,76.8,8.3,555,5679,6234,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
703,704,2012-12-04,4,1,12,0,2,Working Day,1,19.5,23.5,73.4,17.4,551,6055,6606,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
704,705,2012-12-05,4,1,12,0,3,Working Day,1,18.0,21.4,48.5,32.4,331,5398,5729,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
705,706,2012-12-06,4,1,12,0,4,Working Day,1,10.5,12.9,50.9,17.5,340,5035,5375,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
706,707,2012-12-07,4,1,12,0,5,Working Day,2,13.2,16.1,76.4,13.1,349,4659,5008,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
707,708,2012-12-08,4,1,12,0,6,Not Working Day,2,15.6,19.5,91.1,10.1,1153,4429,5582,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
708,709,2012-12-09,4,1,12,0,0,Not Working Day,2,15.8,19.5,90.5,15.8,441,2787,3228,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
709,710,2012-12-10,4,1,12,0,1,Working Day,2,17.9,21.8,92.5,19.0,329,4841,5170,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
710,711,2012-12-11,4,1,12,0,2,Working Day,2,14.5,16.9,59.7,29.6,282,5219,5501,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
